transaction_id,transaction_date,customer_id,payment_method,before_tax,tax,after_tax,shipping_cost,transaction_discount,total_paid
TX0000093,2024-10-07 02:50:12,CUST00723,PM001,0,0,0,0,0,0
TX0000094,2020-03-14 01:40:37,CUST03630,PM010,33449,3344.9,36793.9,13301,0,50094.9
TX0000095,2024-08-17 03:44:00,CUST04266,PM002,13081685,1301904.6,14383589.6,23065,0,14406654.6
TX0000096,2020-03-01 16:57:08,CUST04099,PM001,4825035,470802.9,5295837.9,10944,128312,5435093.9
TX0000097,2020-10-11 06:44:58,CUST03220,PM008,2611341,249651.5,2860992.5,19084,0,2880076.5
TX0000098,2024-05-30 21:03:55,CUST03583,PM002,39973,3997.3,43970.3,16319,0,60289.3
TX0000099,2022-08-28 03:58:59,CUST04306,PM001,88656,8865.6,97521.6,17274,0,114795.6
TX0000100,2023-03-02 14:32:44,CUST00679,PM004,170019,17001.9,187020.9,17286,0,204306.9
TX0000101,2020-05-08 00:30:08,CUST03948,PM004,1614489,150915,1765404,12672,0,1778076
TX0000102,2020-08-03 23:49:42,CUST03024,PM009,23647283,2364728.3,26012011.3,8046,0,26020057.3
TX0000103,2022-04-03 21:30:31,CUST02946,PM005,974832,97483.2,1072315.2,7876,0,1080191.2
TX0000104,2021-05-16 19:14:09,CUST02994,PM010,39718188,3971818.8,43690006.8,11724,0,43701730.8
TX0000105,2022-10-31 10:30:53,CUST01043,PM005,260546,26054.6,286600.6,10798,0,297398.6
TX0000106,2024-06-24 11:49:20,CUST04121,PM001,28688840,2868884,31557724,16972,0,31574696
TX0000107,2024-12-30 20:10:33,CUST03569,PM001,11574816,1157481.6,12732297.6,24680,0,12756977.6
TX0000108,2023-02-28 13:58:30,CUST03130,PM002,38824,3882.4,42706.4,5515,0,48221.4
TX0000109,2020-08-07 09:20:59,CUST04198,PM003,24680,2468,27148,6700,0,33848
TX0000110,2023-05-29 07:44:32,CUST00917,PM002,4246265,395213.5,4641478.5,11966,0,4653444.5
TX0000111,2022-03-24 05:22:12,CUST00120,PM002,40494,4049.4,44543.4,29597,0,74140.4
TX0000112,2022-01-04 12:50:13,CUST02768,PM002,2559264,255926.4,2815190.4,14634,121063,2950887.4
TX0000113,2023-12-14 15:08:41,CUST04648,PM001,19136,1913.6,21049.6,23052,0,44101.6
TX0000114,2024-09-28 15:13:36,CUST02053,PM004,742164,74216.4,816380.4,10819,0,827199.4
TX0000115,2023-12-23 17:52:03,CUST01043,PM003,2652365,265236.5,2917601.5,29233,0,2946834.5
TX0000116,2024-01-09 16:03:04,CUST03823,PM003,1167082,116708.2,1283790.2,15152,0,1298942.2
TX0000117,2020-09-19 05:12:58,CUST01185,PM006,205972,20597.2,226569.2,24027,0,250596.2
TX0000118,2022-05-05 04:18:51,CUST01357,PM006,28506,2850.6,31356.6,14497,0,45853.6
TX0000119,2023-04-14 04:56:05,CUST01937,PM001,1336505,125197.1,1461702.1,15608,0,1477310.1
TX0000120,2024-12-25 10:01:41,CUST04916,PM002,1106408,110640.8,1217048.8,14367,0,1231415.8
TX0000121,2021-05-21 02:27:07,CUST04160,PM003,455871,45587.1,501458.1,7757,0,509215.1
TX0000122,2021-08-06 18:18:55,CUST04579,PM009,36963,3131.4,40094.4,19905,0,59999.4
TX0000123,2024-09-10 20:57:13,CUST04338,PM002,17922461,1763643.9,19686104.9,17506,0,19703610.9
TX0000124,2024-09-26 16:59:14,CUST01949,PM004,996514,99651.4,1096165.4,9576,0,1105741.4
TX0000125,2020-02-04 15:29:15,CUST02840,PM005,1175551,117555.1,1293106.1,27995,97725,1418826.1
TX0000126,2023-05-23 09:19:30,CUST03977,PM006,24837,2483.7,27320.7,25253,0,52573.7
TX0000127,2024-08-07 01:34:15,CUST03703,PM005,8849263,882133.2,9731396.2,17510,0,9748906.2
TX0000128,2023-10-23 08:37:05,CUST02050,PM008,43218670,3748141.8,46966811.8,18224,0,46985035.8
TX0000129,2024-09-14 14:14:21,CUST03467,PM006,232352,23235.2,255587.2,28748,0,284335.2
TX0000130,2022-11-09 01:00:50,CUST03557,PM002,569459,56945.9,626404.9,14042,0,640446.9
TX0000131,2023-11-03 22:05:42,CUST02826,PM001,1360466,115477.1,1475943.1,16230,0,1492173.1
TX0000132,2022-05-21 13:20:30,CUST03062,PM008,5961191,543309.6,6504500.6,16791,0,6521291.6
TX0000133,2022-03-31 23:50:26,CUST03571,PM005,146457,14645.7,161102.7,21650,0,182752.7
TX0000134,2022-10-01 12:46:04,CUST02086,PM003,1779825,177982.5,1957807.5,29835,0,1987642.5
TX0000135,2022-08-29 23:17:40,CUST00365,PM003,256778,25677.8,282455.8,6233,0,288688.8
TX0000136,2020-11-02 02:49:30,CUST03317,PM001,13080353,1308035.3,14388388.3,15650,0,14404038.3
TX0000137,2024-08-17 22:35:22,CUST01991,PM001,1139690,113969,1253659,26429,0,1280088
TX0000138,2024-04-17 10:27:01,CUST04830,PM001,156368,15636.8,172004.8,5349,0,177353.8
TX0000139,2024-06-19 07:33:14,CUST03292,PM003,1023160,102316,1125476,7932,0,1133408
TX0000140,2024-07-31 03:31:23,CUST03091,PM003,4852470,485247,5337717,21585,0,5359302
TX0000141,2023-05-11 13:19:03,CUST00932,PM001,1915716,191571.6,2107287.6,7971,0,2115258.6
TX0000142,2024-08-05 13:16:03,CUST00969,PM002,40888,4088.8,44976.8,26594,0,71570.8
TX0000143,2023-04-07 07:36:01,CUST00612,PM001,1317557,131755.7,1449312.7,14450,37964,1501726.7
TX0000144,2023-08-07 18:10:14,CUST03942,PM001,66006408,6062688.6,72069096.6,5098,0,72074194.6
TX0000145,2020-01-21 19:17:12,CUST04386,PM007,423936,39157.2,463093.2,8650,0,471743.2
TX0000146,2021-03-03 21:17:26,CUST00389,PM003,1989683,198968.3,2188651.3,15983,0,2204634.3
TX0000147,2024-04-19 05:51:15,CUST02438,PM007,387903,36748.3,424651.3,27496,0,452147.3
TX0000148,2022-12-01 10:47:07,CUST04635,PM001,2781332,278133.2,3059465.2,11103,0,3070568.2
TX0000149,2023-11-25 00:29:01,CUST02458,PM001,26643,2489.4,29132.4,9995,0,39127.4
TX0000150,2024-06-28 10:15:18,CUST00065,PM003,753350,75335,828685,16729,0,845414
TX0000151,2021-06-10 12:36:02,CUST04344,PM002,156249,15624.9,171873.9,15548,0,187421.9
TX0000152,2020-12-09 00:28:06,CUST01125,PM001,734430,73443,807873,7062,0,814935
TX0000153,2024-08-06 05:21:46,CUST01339,PM001,569932,52674.7,622606.7,22038,0,644644.7
TX0000154,2021-06-29 22:28:43,CUST04800,PM002,696516,69651.6,766167.6,13817,0,779984.6
TX0000155,2020-09-16 12:46:57,CUST00728,PM001,1544185,147216,1691401,26707,0,1718108
TX0000156,2021-03-14 21:07:39,CUST01173,PM001,232168031,23216803.1,255384834.1,6997,0,255391831.1
TX0000157,2020-11-28 08:38:51,CUST00566,PM005,2140395,214039.5,2354434.5,28200,0,2382634.5
TX0000158,2021-11-06 16:57:47,CUST01205,PM004,35409526,2913834.8,38323360.8,18636,0,38341996.8
TX0000159,2022-10-06 03:36:09,CUST00136,PM006,1699821,169982.1,1869803.1,6046,109761,1985610.1
TX0000160,2021-09-04 00:23:53,CUST04489,PM003,1434573,116887.1,1551460.1,6692,0,1558152.1
TX0000161,2022-01-19 15:34:17,CUST03127,PM002,938838,93883.8,1032721.8,12849,0,1045570.8
TX0000162,2023-04-22 20:20:30,CUST01919,PM001,30102375,2946726.3,33049101.3,9577,0,33058678.3
TX0000163,2023-05-02 18:11:06,CUST03033,PM002,927271,77582.8,1004853.8,9351,0,1014204.8
TX0000164,2023-05-20 20:29:18,CUST04781,PM008,7245933,674231.6,7920164.6,13962,0,7934126.6
TX0000165,2020-05-06 07:29:05,CUST01717,PM003,817059,81705.9,898764.9,7093,0,905857.9
TX0000166,2021-12-04 17:08:30,CUST03902,PM003,40907950,4090463.5,44998413.5,6375,0,45004788.5
TX0000167,2024-11-21 09:00:09,CUST01880,PM005,1639925,163992.5,1803917.5,6731,0,1810648.5
TX0000168,2022-12-26 10:05:58,CUST01203,PM001,884793,88479.3,973272.3,12039,0,985311.3
TX0000169,2021-02-15 01:04:20,CUST00137,PM007,9076202,907620.2,9983822.2,13110,0,9996932.2
TX0000170,2020-05-21 01:29:08,CUST03676,PM007,554897,55489.7,610386.7,17686,0,628072.7
TX0000171,2020-05-30 05:40:07,CUST01581,PM001,890638,82487.9,973125.9,10296,0,983421.9
TX0000172,2024-07-15 20:11:57,CUST02153,PM001,815611,81561.1,897172.1,28416,0,925588.1
TX0000173,2021-12-14 05:22:01,CUST03704,PM002,702450,70245,772695,7268,0,779963
TX0000174,2022-08-29 10:23:05,CUST02098,PM008,804634,69716.2,874350.2,14378,0,888728.2
TX0000175,2023-09-22 10:44:41,CUST02478,PM003,1360760,136076,1496836,11816,0,1508652
TX0000176,2022-01-04 04:25:49,CUST03198,PM004,8621481,860649.5,9482130.5,15736,0,9497866.5
TX0000177,2022-09-20 08:21:32,CUST04670,PM001,2898845,289884.5,3188729.5,8983,0,3197712.5
TX0000178,2023-11-08 19:47:52,CUST04828,PM004,295058,29505.8,324563.8,21685,0,346248.8
TX0000179,2020-08-11 08:11:43,CUST00362,PM004,1279960,109970,1389930,8408,0,1398338
TX0000180,2020-05-21 23:11:46,CUST04855,PM001,1202836,120283.6,1323119.6,5609,0,1328728.6
TX0000181,2024-06-07 13:07:25,CUST01543,PM001,331426,29669.9,361095.9,15390,0,376485.9
TX0000182,2020-05-30 20:44:56,CUST01908,PM007,5587626,543244,6130870,21631,0,6152501
TX0000183,2020-12-02 17:46:23,CUST01706,PM001,3729507,367002.3,4096509.3,8979,0,4105488.3
TX0000184,2021-07-23 01:00:22,CUST00131,PM004,65084,5999.5,71083.5,15504,0,86587.5
TX0000185,2024-10-28 15:44:47,CUST01697,PM008,1993011,199301.1,2192312.1,17097,0,2209409.1
TX0000186,2020-04-29 14:07:26,CUST01029,PM004,1529471,152947.1,1682418.1,29658,0,1712076.1
TX0000187,2024-02-20 17:45:33,CUST03660,PM003,1567497,153755.5,1721252.5,22193,0,1743445.5
TX0000188,2022-12-02 06:25:10,CUST01913,PM005,39808,3498.6,43306.6,25639,0,68945.6
TX0000189,2023-01-09 11:51:43,CUST02700,PM003,3428302,342830.2,3771132.2,12631,0,3783763.2
TX0000190,2022-06-29 17:36:27,CUST00247,PM004,1456767,145676.7,1602443.7,5557,0,1608000.7
TX0000191,2022-02-19 16:03:10,CUST00745,PM004,921309,78771.9,1000080.9,12129,33819,1046028.9
TX0000192,2022-12-08 08:06:41,CUST04039,PM003,797611,79761.1,877372.1,15352,0,892724.1
TX0000193,2020-09-26 18:01:10,CUST03444,PM004,173165,17316.5,190481.5,19282,0,209763.5
TX0000194,2020-10-24 11:27:00,CUST01483,PM002,30629,3062.9,33691.9,9395,0,43086.9
TX0000195,2022-08-31 19:41:16,CUST02897,PM004,413988,35512.3,449500.3,12615,0,462115.3
TX0000196,2022-03-29 23:26:14,CUST00047,PM004,66640,6664,73304,11885,0,85189
TX0000197,2024-02-27 03:37:58,CUST03368,PM003,487689,44313.8,532002.8,25057,0,557059.8
TX0000198,2022-10-12 23:43:39,CUST04065,PM001,4682837,447932.9,5130769.9,13071,0,5143840.9
TX0000199,2022-12-23 18:42:43,CUST03684,PM001,1071780,105886.9,1177666.9,13272,0,1190938.9
TX0000200,2024-01-13 00:26:29,CUST04073,PM003,559253,55925.3,615178.3,13562,0,628740.3
TX0000201,2023-09-24 19:28:45,CUST03520,PM003,1693164,162553.4,1855717.4,5326,0,1861043.4
TX0000202,2023-04-23 09:24:35,CUST04357,PM007,262127,26212.7,288339.7,5656,0,293995.7
TX0000203,2023-09-08 14:16:20,CUST04081,PM009,52802,5280.2,58082.2,23641,0,81723.2
TX0000204,2024-10-19 12:56:08,CUST03941,PM001,83592,8359.2,91951.2,24839,0,116790.2
TX0000205,2020-02-19 02:01:58,CUST03325,PM001,12528638,1252863.8,13781501.8,22778,0,13804279.8
TX0000206,2021-09-11 07:24:19,CUST00956,PM006,70365,7036.5,77401.5,22180,3984,103565.5
TX0000207,2022-03-31 03:01:17,CUST03907,PM003,16193428,1619342.8,17812770.8,20434,0,17833204.8
TX0000208,2024-05-25 04:20:20,CUST03043,PM003,37566,3756.6,41322.6,23279,0,64601.6
TX0000209,2024-05-06 23:57:22,CUST01868,PM005,330657714,33059988.3,363717702.3,26321,0,363744023.3
TX0000210,2020-08-01 23:10:50,CUST00926,PM002,519635,43576.9,563211.9,16484,0,579695.9
TX0000211,2023-09-26 05:32:58,CUST00591,PM003,35537,3553.7,39090.7,16042,2519,57651.7
TX0000212,2024-06-21 20:15:29,CUST02119,PM004,3118705,310116,3428821,26801,0,3455622
TX0000213,2020-09-06 23:11:54,CUST00946,PM002,774932,75982.2,850914.2,11132,0,862046.2
TX0000214,2021-06-21 07:24:21,CUST00660,PM006,1530818,126408.6,1657226.6,5538,0,1662764.6
TX0000215,2024-03-26 15:35:43,CUST02346,PM004,259991,25999.1,285990.1,8238,0,294228.1
TX0000216,2024-12-04 14:29:51,CUST02049,PM002,388301,38830.1,427131.1,10731,0,437862.1
TX0000217,2024-06-03 04:57:28,CUST03693,PM001,126448,12644.8,139092.8,5496,0,144588.8
TX0000218,2021-12-11 02:16:28,CUST03926,PM006,1340475,134047.5,1474522.5,12633,0,1487155.5
TX0000219,2022-06-20 15:50:46,CUST01028,PM010,295443,25686.2,321129.2,22074,0,343203.2
TX0000220,2024-03-25 10:12:57,CUST01505,PM002,5067334,506733.4,5574067.4,29158,0,5603225.4
TX0000221,2023-03-06 19:33:55,CUST01139,PM004,652737,65273.7,718010.7,16367,0,734377.7
TX0000222,2024-11-03 07:15:49,CUST04132,PM002,1557349,155734.9,1713083.9,5426,0,1718509.9
TX0000223,2021-05-27 07:20:10,CUST02018,PM006,2428060,239876.3,2667936.3,15664,0,2683600.3
TX0000224,2020-12-08 10:16:11,CUST01036,PM002,1938026,193802.6,2131828.6,16237,0,2148065.6
TX0000225,2022-01-03 19:56:14,CUST03541,PM002,14501846,1450184.6,15952030.6,13717,0,15965747.6
TX0000226,2021-05-16 21:20:45,CUST03912,PM006,39197,3536.5,42733.5,28498,0,71231.5
TX0000227,2020-11-28 13:05:17,CUST04567,PM004,1355481,135548.1,1491029.1,25015,86525,1602569.1
TX0000228,2021-05-07 15:41:23,CUST02949,PM001,57506,5750.6,63256.6,9962,0,73218.6
TX0000229,2021-07-18 02:53:49,CUST00779,PM005,1826582,166121.1,1992703.1,24146,0,2016849.1
TX0000230,2022-01-12 04:09:30,CUST02546,PM002,1242884,106544.2,1349428.2,8494,0,1357922.2
TX0000231,2020-08-12 01:10:00,CUST02650,PM003,337282,28297.5,365579.5,14249,0,379828.5
TX0000232,2021-02-23 17:37:30,CUST01003,PM004,76822,7682.2,84504.2,6674,0,91178.2
TX0000233,2020-06-09 04:40:25,CUST01295,PM005,4042757,397446.6,4440203.6,21746,0,4461949.6
TX0000234,2024-09-22 00:13:42,CUST01675,PM001,163552,16355.2,179907.2,28868,12912,221687.2
TX0000235,2023-09-10 01:47:05,CUST01024,PM008,635820,63582,699402,5398,24615,729415
TX0000236,2020-09-22 07:32:14,CUST02856,PM008,1608342,160834.2,1769176.2,18490,0,1787666.2
TX0000237,2023-08-27 17:13:47,CUST03486,PM004,7076938,593483.1,7670421.1,28862,0,7699283.1
TX0000238,2022-12-30 01:32:49,CUST04412,PM007,115560,11556,127116,16702,0,143818
TX0000239,2021-08-13 08:45:43,CUST01856,PM007,836911,79025.1,915936.1,29732,11308,956976.1
TX0000240,2024-10-20 14:42:07,CUST00495,PM010,615015,61501.5,676516.5,14343,0,690859.5
TX0000241,2020-07-17 08:42:37,CUST00886,PM001,43619,4060.3,47679.3,7831,0,55510.3
TX0000242,2024-07-02 02:21:10,CUST00285,PM009,5501991,493779.6,5995770.6,14227,0,6009997.6
TX0000243,2024-06-22 08:38:42,CUST02807,PM003,7106170,710617,7816787,20469,0,7837256
TX0000244,2024-10-08 10:49:23,CUST02570,PM002,361723,36172.3,397895.3,12892,3702,414489.3
TX0000245,2020-09-13 22:18:13,CUST00904,PM001,1718693,149303.1,1867996.1,13519,0,1881515.1
TX0000246,2024-10-24 04:45:51,CUST01296,PM003,775825,77582.5,853407.5,9779,0,863186.5
TX0000247,2023-08-17 00:36:18,CUST04182,PM003,125834,12583.4,138417.4,18043,0,156460.4
TX0000248,2022-05-18 10:50:20,CUST01271,PM005,19689363,1968936.3,21658299.3,18179,0,21676478.3
TX0000249,2022-10-01 01:30:07,CUST02219,PM003,823978,71123.6,895101.6,7575,0,902676.6
TX0000250,2020-05-15 22:50:13,CUST02325,PM002,1831948,183194.8,2015142.8,26537,0,2041679.8
TX0000251,2022-06-13 14:01:41,CUST03785,PM001,1494694,148816,1643510,9440,0,1652950
TX0000252,2022-08-12 07:43:53,CUST04692,PM006,32763,2709.8,35472.8,6938,0,42410.8
TX0000253,2023-07-01 13:35:58,CUST04038,PM001,446183,43326.1,489509.1,19435,0,508944.1
TX0000254,2023-09-27 08:26:56,CUST01035,PM001,521186,50757.3,571943.3,7884,0,579827.3
TX0000255,2023-12-12 11:49:47,CUST04495,PM003,1927648,177886.5,2105534.5,21015,0,2126549.5
TX0000256,2023-10-15 05:58:34,CUST00021,PM001,3469210,314741.8,3783951.8,18089,0,3802040.8
TX0000257,2023-09-28 13:06:21,CUST01194,PM001,11549824,1154982.4,12704806.4,14556,0,12719362.4
TX0000258,2024-04-27 03:14:34,CUST04983,PM005,951790,94850.1,1046640.1,27465,0,1074105.1
TX0000259,2022-05-21 07:24:59,CUST00232,PM003,20956448,1848388.3,22804836.3,22234,0,22827070.3
TX0000260,2024-10-11 04:01:14,CUST04964,PM009,2066000,206600,2272600,10013,76485,2359098
TX0000261,2020-06-02 01:41:24,CUST00195,PM001,21724149,2172414.9,23896563.9,17961,0,23914524.9
TX0000262,2023-10-27 23:15:04,CUST03855,PM003,3145716,314571.6,3460287.6,10272,206584,3677143.6
