funnel_id,channel_source,customer_id,sku_id,funnel_date,status,event,order_id
CHN5399703,App Store,CUST04589,SKU03377,2021-12-19 07:47:56,Add to Cart,Organic,
CHN1236569,App Store,CUST04589,SKU03377,2021-12-19 07:48:16,Purchase,Organic,ORD0000011-1
CHN4270228,Play Store,CUST03685,SKU04518,2020-11-08 17:33:30,Click,Organic,
CHN8415085,Play Store,CUST03685,SKU04518,2020-11-08 17:33:22,Viewed,Organic,
CHN1147022,Play Store,CUST03685,SKU04518,2020-11-08 17:34:11,Add to Cart,Organic,
CHN1875844,Play Store,CUST03685,SKU04518,2020-11-08 17:34:22,Purchase,Organic,ORD0000012-1
CHN4116966,Website,CUST00292,SKU03241,2022-12-11 09:12:17,Click,Organic,
CHN2824724,Website,CUST00292,SKU03241,2022-12-11 09:12:27,Viewed,Organic,
CHN4103071,Website,CUST00292,SKU03241,2022-12-11 09:13:11,Add to Cart,Organic,
CHN9395462,Website,CUST00292,SKU03241,2022-12-11 09:13:26,Purchase,Organic,ORD0000013-1
CHN5969327,Play Store,CUST02220,SKU04315,2022-01-15 17:24:40,Click,Organic,
CHN2530105,Play Store,CUST02220,SKU04315,2022-01-15 17:26:08,Viewed,Organic,
CHN4288156,Play Store,CUST02220,SKU04315,2022-01-15 17:26:21,Add to Cart,Organic,
CHN1491350,Play Store,CUST02220,SKU04315,2022-01-15 17:26:36,Purchase,Organic,ORD0000014-1
CHN9089966,Play Store,CUST02020,SKU03596,2021-09-30 06:39:43,Click,Organic,
CHN0840530,Play Store,CUST02020,SKU03596,2021-09-30 06:39:30,Viewed,Organic,
CHN9572720,Play Store,CUST02020,SKU03596,2021-09-30 06:40:09,Add to Cart,Organic,
CHN5600495,Play Store,CUST02020,SKU03596,2021-09-30 06:40:19,Purchase,Organic,ORD0000015-1
CHN0853665,Website,CUST02001,SKU04173,2023-01-27 01:43:20,Click,Organic,
CHN8029991,Website,CUST02001,SKU04173,2023-01-27 01:43:38,Viewed,Organic,
CHN4879095,Website,CUST02001,SKU04173,2023-01-27 01:44:18,Add to Cart,Organic,
CHN6973221,Website,CUST02001,SKU04173,2023-01-27 01:44:31,Purchase,Organic,ORD0000016-1
CHN9792406,Play Store,CUST04382,SKU01787,2024-03-16 18:34:16,Click,Organic,
CHN0909242,Play Store,CUST04382,SKU01787,2024-03-16 18:35:10,Viewed,Organic,
CHN1631672,Play Store,CUST04382,SKU01787,2024-03-16 18:35:32,Add to Cart,Organic,
CHN8298157,Play Store,CUST04382,SKU01787,2024-03-16 18:35:52,Purchase,Organic,ORD0000017-1
CHN5137631,Website,CUST02214,SKU02001,2020-07-21 23:26:09,Click,Organic,
CHN4132272,Website,CUST02214,SKU02001,2020-07-21 23:27:00,Viewed,Organic,
CHN2618016,Website,CUST02214,SKU02001,2020-07-21 23:27:32,Add to Cart,Organic,
CHN7015961,Website,CUST02214,SKU02001,2020-07-21 23:27:49,Purchase,Organic,ORD0000018-1
CHN8865326,App Store,CUST01099,SKU00032,2022-03-30 13:43:02,Click,Organic,
CHN1361631,App Store,CUST01099,SKU00032,2022-03-30 13:43:29,Viewed,Organic,
CHN3420959,App Store,CUST01099,SKU00032,2022-03-30 13:44:03,Add to Cart,Organic,
CHN1798848,App Store,CUST01099,SKU00032,2022-03-30 13:44:15,Purchase,Organic,ORD0000019-1
CHN7214363,App Store,CUST03545,SKU03845,2020-02-03 17:58:44,Click,Organic,
CHN7292680,App Store,CUST03545,SKU03845,2020-02-03 17:59:54,Viewed,Organic,
CHN6373728,App Store,CUST03545,SKU03845,2020-02-03 18:00:15,Add to Cart,Organic,
CHN3354254,App Store,CUST03545,SKU03845,2020-02-03 18:00:32,Purchase,Organic,ORD0000020-1
CHN8020610,Website,CUST01142,SKU01327,2024-07-10 09:42:01,Click,Organic,
CHN4231615,Website,CUST01142,SKU01327,2024-07-10 09:42:54,Viewed,Organic,
CHN7279355,Website,CUST01142,SKU01327,2024-07-10 09:43:02,Add to Cart,Organic,
CHN2662249,Website,CUST01142,SKU01327,2024-07-10 09:43:20,Purchase,Organic,ORD0000021-1
CHN7346960,Play Store,CUST02702,SKU00310,2024-08-07 07:53:49,Click,Organic,
CHN8898048,Play Store,CUST02702,SKU00310,2024-08-07 07:53:40,Viewed,Organic,
CHN6727513,Play Store,CUST02702,SKU00310,2024-08-07 07:54:16,Add to Cart,Organic,
CHN4854529,Play Store,CUST02702,SKU00310,2024-08-07 07:54:29,Purchase,Organic,ORD0000022-1
CHN7028606,Website,CUST03721,SKU04619,2024-09-19 21:47:09,Click,Organic,
CHN1157681,Website,CUST03721,SKU04619,2024-09-19 21:47:19,Viewed,Organic,
CHN2313264,Website,CUST03721,SKU04619,2024-09-19 21:48:00,Add to Cart,Organic,
CHN4278172,Website,CUST03721,SKU04619,2024-09-19 21:48:10,Purchase,Organic,ORD0000023-1
CHN0871707,App Store,CUST01986,SKU04958,2023-01-15 10:07:06,Click,Organic,
CHN6790834,App Store,CUST01986,SKU04958,2023-01-15 10:06:53,Viewed,Organic,
CHN8982863,App Store,CUST01986,SKU04958,2023-01-15 10:07:39,Add to Cart,Organic,
CHN4147201,App Store,CUST01986,SKU04958,2023-01-15 10:07:52,Purchase,Organic,ORD0000024-1
CHN2674993,Website,CUST02232,SKU00940,2022-07-23 02:19:28,Click,Organic,
CHN0809104,Website,CUST02232,SKU00940,2022-07-23 02:19:56,Viewed,Organic,
CHN0533173,Website,CUST02232,SKU00940,2022-07-23 02:20:05,Add to Cart,Organic,
CHN8971404,Website,CUST02232,SKU00940,2022-07-23 02:20:25,Purchase,Organic,ORD0000025-1
CHN5115107,Website,CUST02243,SKU04214,2020-07-28 04:30:35,Click,Organic,
CHN7453192,Website,CUST02243,SKU04214,2020-07-28 04:31:19,Viewed,Organic,
CHN7075642,Website,CUST02243,SKU04214,2020-07-28 04:31:56,Add to Cart,Organic,
CHN7645008,Website,CUST02243,SKU04214,2020-07-28 04:32:07,Purchase,Organic,ORD0000026-1
CHN6490043,App Store,CUST02241,SKU02568,2022-05-19 16:40:43,Purchase,Click to Buy,ORD0000027-1
CHN2328593,Play Store,CUST03917,SKU02140,2024-09-01 03:45:13,Click,Organic,
CHN8047451,Play Store,CUST03917,SKU02140,2024-09-01 03:46:36,Viewed,Organic,
CHN3627630,Play Store,CUST03917,SKU02140,2024-09-01 03:46:43,Add to Cart,Organic,
CHN9847457,Play Store,CUST03917,SKU02140,2024-09-01 03:46:59,Purchase,Organic,ORD0000028-1
CHN8824730,Play Store,CUST02685,SKU04151,2023-10-14 10:25:34,Click,Organic,
CHN0716035,Play Store,CUST02685,SKU04151,2023-10-14 10:25:29,Viewed,Organic,
CHN6413198,Play Store,CUST02685,SKU04151,2023-10-14 10:26:10,Add to Cart,Organic,
CHN1359424,Play Store,CUST02685,SKU04151,2023-10-14 10:26:25,Purchase,Organic,ORD0000029-1
CHN9270118,Play Store,CUST00068,SKU03581,2022-10-25 11:16:05,Purchase,Click to Buy,ORD0000030-1
CHN6180341,Website,CUST00537,SKU01613,2022-06-07 06:36:46,Click,Organic,
CHN1295292,Website,CUST00537,SKU01613,2022-06-07 06:37:44,Viewed,Organic,
CHN6789175,Website,CUST00537,SKU01613,2022-06-07 06:38:03,Add to Cart,Organic,
CHN7653681,Website,CUST00537,SKU01613,2022-06-07 06:38:15,Purchase,Organic,ORD0000031-1
CHN5188498,Play Store,CUST00077,SKU00457,2020-05-25 10:37:59,Click,Organic,
CHN1075430,Play Store,CUST00077,SKU00457,2020-05-25 10:38:30,Viewed,Organic,
CHN8887748,Play Store,CUST00077,SKU00457,2020-05-25 10:38:43,Add to Cart,Organic,
CHN2161479,Play Store,CUST00077,SKU00457,2020-05-25 10:39:00,Purchase,Organic,ORD0000032-1
CHN7424220,Play Store,CUST00676,SKU01742,2021-03-05 13:09:41,Click,Organic,
CHN7518680,Play Store,CUST00676,SKU01742,2021-03-05 13:10:37,Viewed,Organic,
CHN4241202,Play Store,CUST00676,SKU01742,2021-03-05 13:10:45,Add to Cart,Organic,
CHN1382765,Play Store,CUST00676,SKU01742,2021-03-05 13:11:05,Purchase,Organic,ORD0000033-1
CHN2972065,Play Store,CUST02854,SKU02920,2021-07-15 10:05:50,Purchase,Click to Buy,ORD0000034-1
CHN7098391,Website,CUST01727,SKU02967,2020-12-21 19:59:01,Click,Organic,
CHN8065299,Website,CUST01727,SKU02967,2020-12-21 19:59:15,Viewed,Organic,
CHN1343397,Website,CUST01727,SKU02967,2020-12-21 19:59:15,Add to Cart,Organic,
CHN3448529,Website,CUST01727,SKU02967,2020-12-21 19:59:35,Purchase,Organic,ORD0000035-1
CHN0198102,App Store,CUST01320,SKU03807,2022-07-19 09:15:32,Click,Organic,
CHN7512353,App Store,CUST01320,SKU03807,2022-07-19 09:16:07,Viewed,Organic,
CHN8764423,App Store,CUST01320,SKU03807,2022-07-19 09:16:39,Add to Cart,Organic,
CHN3554515,App Store,CUST01320,SKU03807,2022-07-19 09:16:54,Purchase,Organic,ORD0000036-1
CHN5752747,Website,CUST04197,SKU03996,2024-09-14 19:28:09,Click,Organic,
CHN7662996,Website,CUST04197,SKU03996,2024-09-14 19:28:42,Viewed,Organic,
CHN3870657,Website,CUST04197,SKU03996,2024-09-14 19:29:32,Add to Cart,Organic,
CHN6813987,Website,CUST04197,SKU03996,2024-09-14 19:29:42,Purchase,Organic,ORD0000037-1
CHN3124240,Play Store,CUST00682,SKU04838,2024-12-10 22:27:10,Click,Organic,
CHN5290036,Play Store,CUST00682,SKU04838,2024-12-10 22:27:53,Viewed,Organic,
CHN4198204,Play Store,CUST00682,SKU04838,2024-12-10 22:28:06,Add to Cart,Organic,
CHN8067580,Play Store,CUST00682,SKU04838,2024-12-10 22:28:17,Purchase,Organic,ORD0000038-1
CHN7713274,App Store,CUST04212,SKU02850,2021-03-11 07:36:39,Click,Organic,
CHN4829789,App Store,CUST04212,SKU02850,2021-03-11 07:37:53,Viewed,Organic,
CHN0519898,App Store,CUST04212,SKU02850,2021-03-11 07:38:04,Add to Cart,Organic,
CHN8429467,App Store,CUST04212,SKU02850,2021-03-11 07:38:20,Purchase,Organic,ORD0000039-1
CHN2148111,App Store,CUST04954,SKU00565,2020-10-22 11:42:57,Click,Organic,
CHN5081244,App Store,CUST04954,SKU00565,2020-10-22 11:43:11,Viewed,Organic,
CHN5733004,App Store,CUST04954,SKU00565,2020-10-22 11:43:30,Add to Cart,Organic,
CHN5626791,App Store,CUST04954,SKU00565,2020-10-22 11:43:48,Purchase,Organic,ORD0000040-1
CHN1749556,Website,CUST01132,SKU00032,2020-12-20 18:47:32,Click,Organic,
CHN3458690,Website,CUST01132,SKU00032,2020-12-20 18:48:22,Viewed,Organic,
CHN4797925,Website,CUST01132,SKU00032,2020-12-20 18:48:54,Add to Cart,Organic,
CHN1376974,Website,CUST01132,SKU00032,2020-12-20 18:49:09,Purchase,Organic,ORD0000041-1
CHN4980474,Play Store,CUST00410,SKU00275,2023-11-25 00:26:30,Purchase,Click to Buy,ORD0000042-1
CHN0594746,App Store,CUST03728,SKU00751,2022-12-01 01:39:33,Click,Organic,
CHN6026730,App Store,CUST03728,SKU00751,2022-12-01 01:40:24,Viewed,Organic,
CHN3235853,App Store,CUST03728,SKU00751,2022-12-01 01:40:44,Add to Cart,Organic,
CHN3076024,App Store,CUST03728,SKU00751,2022-12-01 01:41:03,Purchase,Organic,ORD0000043-1
CHN2993303,Website,CUST02603,SKU03106,2022-12-23 08:24:23,Click,Organic,
CHN6702925,Website,CUST02603,SKU03106,2022-12-23 08:25:18,Viewed,Organic,
CHN2037318,Website,CUST02603,SKU03106,2022-12-23 08:25:35,Add to Cart,Organic,
CHN0201910,Website,CUST02603,SKU03106,2022-12-23 08:25:45,Purchase,Organic,ORD0000044-1
CHN7170540,App Store,CUST01251,SKU04474,2021-12-26 18:34:51,Click,Organic,
CHN1417234,App Store,CUST01251,SKU04474,2021-12-26 18:36:16,Viewed,Organic,
CHN7242109,App Store,CUST01251,SKU04474,2021-12-26 18:36:23,Add to Cart,Organic,
CHN5740247,App Store,CUST01251,SKU04474,2021-12-26 18:36:41,Purchase,Organic,ORD0000045-1
CHN5025431,App Store,CUST03226,SKU01301,2022-12-30 03:54:11,Click,Organic,
CHN4549481,App Store,CUST03226,SKU01301,2022-12-30 03:54:57,Viewed,Organic,
CHN8441026,App Store,CUST03226,SKU01301,2022-12-30 03:55:26,Add to Cart,Organic,
CHN2624304,App Store,CUST03226,SKU01301,2022-12-30 03:55:46,Purchase,Organic,ORD0000046-1
CHN2809179,Play Store,CUST03911,SKU04527,2023-04-30 11:32:14,Click,Organic,
CHN9339964,Play Store,CUST03911,SKU04527,2023-04-30 11:32:46,Viewed,Organic,
CHN1341068,Play Store,CUST03911,SKU04527,2023-04-30 11:33:29,Add to Cart,Organic,
CHN9572021,Play Store,CUST03911,SKU04527,2023-04-30 11:33:39,Purchase,Organic,ORD0000047-1
CHN3725517,Website,CUST02985,SKU01557,2024-09-08 12:31:08,Click,Organic,
CHN3357016,Website,CUST02985,SKU01557,2024-09-08 12:31:43,Viewed,Organic,
CHN9606383,Website,CUST02985,SKU01557,2024-09-08 12:32:07,Add to Cart,Organic,
CHN9638812,Website,CUST02985,SKU01557,2024-09-08 12:32:26,Purchase,Organic,ORD0000048-1
CHN2854168,Website,CUST03743,SKU04941,2024-04-28 03:03:31,Click,Organic,
CHN8120891,Website,CUST03743,SKU04941,2024-04-28 03:04:13,Viewed,Organic,
CHN4288848,Website,CUST03743,SKU04941,2024-04-28 03:04:30,Add to Cart,Organic,
CHN9854485,Website,CUST03743,SKU04941,2024-04-28 03:04:43,Purchase,Organic,ORD0000049-1
CHN8336723,Website,CUST03291,SKU00382,2020-11-22 02:59:19,Click,Organic,
CHN5756792,Website,CUST03291,SKU00382,2020-11-22 02:59:21,Viewed,Organic,
CHN8333741,Website,CUST03291,SKU00382,2020-11-22 02:59:56,Add to Cart,Organic,
CHN0921127,Website,CUST03291,SKU00382,2020-11-22 03:00:11,Purchase,Organic,ORD0000050-1
CHN8453790,Play Store,CUST02039,SKU04935,2024-05-29 07:20:21,Click,Organic,
CHN5586215,Play Store,CUST02039,SKU04935,2024-05-29 07:20:31,Viewed,Organic,
CHN1918640,Play Store,CUST02039,SKU04935,2024-05-29 07:20:32,Add to Cart,Organic,
CHN4734620,Play Store,CUST02039,SKU04935,2024-05-29 07:20:52,Purchase,Organic,ORD0000051-1
CHN4285318,Website,CUST01538,SKU04181,2023-12-11 18:32:37,Click,Organic,
CHN2185616,Website,CUST01538,SKU04181,2023-12-11 18:33:31,Viewed,Organic,
CHN8942709,Website,CUST01538,SKU04181,2023-12-11 18:33:35,Add to Cart,Organic,
CHN5414445,Website,CUST01538,SKU04181,2023-12-11 18:33:55,Purchase,Organic,ORD0000052-1
CHN1795944,Play Store,CUST01018,SKU00011,2024-12-08 19:36:35,Click,Organic,
CHN7819224,Play Store,CUST01018,SKU00011,2024-12-08 19:36:36,Viewed,Organic,
CHN1184240,Play Store,CUST01018,SKU00011,2024-12-08 19:37:03,Add to Cart,Organic,
CHN8706786,Play Store,CUST01018,SKU00011,2024-12-08 19:37:16,Purchase,Organic,ORD0000053-1
CHN4627587,App Store,CUST03813,SKU04428,2021-04-01 06:58:56,Click,Organic,
CHN8284433,App Store,CUST03813,SKU04428,2021-04-01 06:59:49,Viewed,Organic,
CHN0925366,App Store,CUST03813,SKU04428,2021-04-01 07:00:31,Add to Cart,Organic,
CHN8722823,App Store,CUST03813,SKU04428,2021-04-01 07:00:49,Purchase,Organic,ORD0000054-1
CHN8155994,App Store,CUST00093,SKU04890,2024-11-29 06:46:57,Click,Organic,
CHN2943098,App Store,CUST00093,SKU04890,2024-11-29 06:48:01,Viewed,Organic,
CHN9573856,App Store,CUST00093,SKU04890,2024-11-29 06:48:09,Add to Cart,Organic,
CHN1122936,App Store,CUST00093,SKU04890,2024-11-29 06:48:29,Purchase,Organic,ORD0000055-1
CHN3872427,Website,CUST04862,SKU00464,2021-01-14 08:03:57,Click,Organic,
CHN2689892,Website,CUST04862,SKU00464,2021-01-14 08:04:04,Viewed,Organic,
CHN3347073,Website,CUST04862,SKU00464,2021-01-14 08:04:24,Add to Cart,Organic,
CHN8655337,Website,CUST04862,SKU00464,2021-01-14 08:04:43,Purchase,Organic,ORD0000056-1
CHN0428434,Website,CUST01029,SKU01020,2023-04-25 06:50:27,Click,Organic,
CHN5656670,Website,CUST01029,SKU01020,2023-04-25 06:51:59,Viewed,Organic,
CHN2748410,Website,CUST01029,SKU01020,2023-04-25 06:52:12,Add to Cart,Organic,
CHN5837504,Website,CUST01029,SKU01020,2023-04-25 06:52:24,Purchase,Organic,ORD0000057-1
CHN1453263,App Store,CUST03329,SKU04877,2021-05-10 00:33:45,Click,Organic,
CHN2629144,App Store,CUST03329,SKU04877,2021-05-10 00:34:02,Viewed,Organic,
CHN8282896,App Store,CUST03329,SKU04877,2021-05-10 00:34:41,Add to Cart,Organic,
CHN8315142,App Store,CUST03329,SKU04877,2021-05-10 00:34:53,Purchase,Organic,ORD0000058-1
CHN5941844,Play Store,CUST03653,SKU04832,2022-09-18 21:27:34,Click,Organic,
CHN5998266,Play Store,CUST03653,SKU04832,2022-09-18 21:27:58,Viewed,Organic,
CHN9573093,Play Store,CUST03653,SKU04832,2022-09-18 21:28:32,Add to Cart,Organic,
CHN2786673,Play Store,CUST03653,SKU04832,2022-09-18 21:28:47,Purchase,Organic,ORD0000059-1
CHN6455309,Website,CUST04658,SKU03209,2024-02-10 19:57:07,Click,Organic,
CHN4597703,Website,CUST04658,SKU03209,2024-02-10 19:57:25,Viewed,Organic,
CHN0966759,Website,CUST04658,SKU03209,2024-02-10 19:57:53,Add to Cart,Organic,
CHN6201759,Website,CUST04658,SKU03209,2024-02-10 19:58:10,Purchase,Organic,ORD0000060-1
CHN4466360,App Store,CUST03405,SKU03935,2020-05-09 10:35:06,Purchase,Click to Buy,ORD0000061-1
CHN4760818,Play Store,CUST03871,SKU02934,2023-05-31 08:01:01,Click,Organic,
CHN4838606,Play Store,CUST03871,SKU02934,2023-05-31 08:01:37,Viewed,Organic,
CHN1901690,Play Store,CUST03871,SKU02934,2023-05-31 08:02:14,Add to Cart,Organic,
CHN8482636,Play Store,CUST03871,SKU02934,2023-05-31 08:02:33,Purchase,Organic,ORD0000062-1
CHN9714962,Play Store,CUST03805,SKU03237,2021-11-11 12:35:04,Click,Organic,
CHN4772034,Play Store,CUST03805,SKU03237,2021-11-11 12:36:04,Viewed,Organic,
CHN9822089,Play Store,CUST03805,SKU03237,2021-11-11 12:36:18,Add to Cart,Organic,
CHN3736250,Play Store,CUST03805,SKU03237,2021-11-11 12:36:34,Purchase,Organic,ORD0000063-1
CHN3191440,App Store,CUST01369,SKU03411,2021-09-04 03:13:56,Click,Organic,
CHN0521352,App Store,CUST01369,SKU03411,2021-09-04 03:14:36,Viewed,Organic,
CHN2375261,App Store,CUST01369,SKU03411,2021-09-04 03:14:58,Add to Cart,Organic,
CHN9389053,App Store,CUST01369,SKU03411,2021-09-04 03:15:13,Purchase,Organic,ORD0000064-1
CHN8861844,App Store,CUST04420,SKU04504,2020-10-15 06:46:12,Purchase,Click to Buy,ORD0000065-1
CHN4924608,Website,CUST01716,SKU02036,2022-08-25 15:54:17,Click,Organic,
CHN4642180,Website,CUST01716,SKU02036,2022-08-25 15:54:25,Viewed,Organic,
CHN6581456,Website,CUST01716,SKU02036,2022-08-25 15:55:12,Add to Cart,Organic,
CHN4968077,Website,CUST01716,SKU02036,2022-08-25 15:55:24,Purchase,Organic,ORD0000066-1
CHN2676498,Play Store,CUST02807,SKU02084,2021-07-03 04:41:00,Click,Organic,
CHN3284931,Play Store,CUST02807,SKU02084,2021-07-03 04:41:29,Viewed,Organic,
CHN5549825,Play Store,CUST02807,SKU02084,2021-07-03 04:42:03,Add to Cart,Organic,
CHN8023787,Play Store,CUST02807,SKU02084,2021-07-03 04:42:16,Purchase,Organic,ORD0000067-1
CHN4909420,Website,CUST04847,SKU00395,2023-02-02 04:11:27,Click,Organic,
CHN3301649,Website,CUST04847,SKU00395,2023-02-02 04:11:58,Viewed,Organic,
CHN3044350,Website,CUST04847,SKU00395,2023-02-02 04:12:09,Add to Cart,Organic,
CHN0331673,Website,CUST04847,SKU00395,2023-02-02 04:12:21,Purchase,Organic,ORD0000068-1
CHN8564653,Play Store,CUST03024,SKU04802,2024-06-02 09:06:18,Purchase,Click to Buy,ORD0000069-1
CHN5800212,Play Store,CUST02844,SKU02392,2023-10-19 23:13:49,Click,Organic,
CHN4399154,Play Store,CUST02844,SKU02392,2023-10-19 23:14:16,Viewed,Organic,
CHN9973276,Play Store,CUST02844,SKU02392,2023-10-19 23:14:40,Add to Cart,Organic,
CHN6113217,Play Store,CUST02844,SKU02392,2023-10-19 23:14:58,Purchase,Organic,ORD0000070-1
CHN9213991,Play Store,CUST03384,SKU04284,2023-09-02 23:07:29,Click,Organic,
CHN7419824,Play Store,CUST03384,SKU04284,2023-09-02 23:07:42,Viewed,Organic,
CHN6990077,Play Store,CUST03384,SKU04284,2023-09-02 23:07:47,Add to Cart,Organic,
CHN4555362,Play Store,CUST03384,SKU04284,2023-09-02 23:08:04,Purchase,Organic,ORD0000071-1
CHN8297751,App Store,CUST04832,SKU03304,2022-05-01 13:10:09,Click,Organic,
CHN5089634,App Store,CUST04832,SKU03304,2022-05-01 13:10:45,Viewed,Organic,
CHN6647764,App Store,CUST04832,SKU03304,2022-05-01 13:11:22,Add to Cart,Organic,
CHN8379436,App Store,CUST04832,SKU03304,2022-05-01 13:11:41,Purchase,Organic,ORD0000072-1
CHN7583805,App Store,CUST03308,SKU03507,2024-05-05 20:33:43,Click,Organic,
CHN1637637,App Store,CUST03308,SKU03507,2024-05-05 20:34:28,Viewed,Organic,
CHN5521089,App Store,CUST03308,SKU03507,2024-05-05 20:34:51,Add to Cart,Organic,
CHN2727244,App Store,CUST03308,SKU03507,2024-05-05 20:35:02,Purchase,Organic,ORD0000073-1
CHN8684546,Website,CUST02321,SKU02224,2023-09-03 02:58:20,Purchase,Click to Buy,ORD0000074-1
CHN6334643,Website,CUST04316,SKU03522,2021-08-09 03:08:00,Click,Organic,
CHN9492025,Website,CUST04316,SKU03522,2021-08-09 03:07:58,Viewed,Organic,
CHN0475320,Website,CUST04316,SKU03522,2021-08-09 03:08:30,Add to Cart,Organic,
CHN8293738,Website,CUST04316,SKU03522,2021-08-09 03:08:40,Purchase,Organic,ORD0000075-1
CHN8380255,Website,CUST02314,SKU04605,2024-07-29 02:59:22,Click,Organic,
CHN3314894,Website,CUST02314,SKU04605,2024-07-29 03:00:44,Viewed,Organic,
CHN9577573,Website,CUST02314,SKU04605,2024-07-29 03:00:57,Add to Cart,Organic,
CHN3071745,Website,CUST02314,SKU04605,2024-07-29 03:01:12,Purchase,Organic,ORD0000076-1
CHN9511462,App Store,CUST03570,SKU04748,2021-09-25 21:15:50,Click,Organic,
CHN7454505,App Store,CUST03570,SKU04748,2021-09-25 21:16:53,Viewed,Organic,
CHN5269975,App Store,CUST03570,SKU04748,2021-09-25 21:17:36,Add to Cart,Organic,
CHN0591737,App Store,CUST03570,SKU04748,2021-09-25 21:17:49,Purchase,Organic,ORD0000077-1
CHN1998585,Website,CUST04303,SKU04499,2023-01-29 08:28:20,Purchase,Click to Buy,ORD0000078-1
CHN3938645,App Store,CUST00748,SKU01231,2021-09-14 14:28:22,Click,Organic,
CHN9218966,App Store,CUST00748,SKU01231,2021-09-14 14:27:53,Viewed,Organic,
CHN8198150,App Store,CUST00748,SKU01231,2021-09-14 14:28:35,Add to Cart,Organic,
CHN2707928,App Store,CUST00748,SKU01231,2021-09-14 14:28:53,Purchase,Organic,ORD0000079-1
CHN4446370,App Store,CUST04454,SKU00552,2024-11-17 01:23:35,Click,Organic,
CHN0888073,App Store,CUST04454,SKU00552,2024-11-17 01:23:42,Viewed,Organic,
CHN8173781,App Store,CUST04454,SKU00552,2024-11-17 01:23:58,Add to Cart,Organic,
CHN7727605,App Store,CUST04454,SKU00552,2024-11-17 01:24:18,Purchase,Organic,ORD0000080-1
CHN8967138,Website,CUST02896,SKU01999,2024-01-15 14:20:37,Click,Organic,
CHN6585499,Website,CUST02896,SKU01999,2024-01-15 14:21:08,Viewed,Organic,
CHN6097997,Website,CUST02896,SKU01999,2024-01-15 14:21:42,Add to Cart,Organic,
CHN8083148,Website,CUST02896,SKU01999,2024-01-15 14:21:59,Purchase,Organic,ORD0000081-1
