transaction_id,order_id,order_date,customer_id,channel_type,sku_id,quantity,price,before_discount,discount_item,after_discount,is_gross,is_valid,is_net
TX0000052,ORD0000052-3,2023-12-11 18:33:55,CUST01538,Website,SKU00465,1,286577,286577,19090,267487,1,1,1
TX0000053,ORD0000053-1,2024-12-08 19:37:16,CUST01018,Play Store,SKU00011,1,6870411,6870411,0,6870411,1,1,1
TX0000054,ORD0000054-1,2021-04-01 07:00:49,CUST03813,App Store,SKU04428,1,62107,62107,0,62107,1,1,1
TX0000054,ORD0000054-2,2021-04-01 07:00:49,CUST03813,App Store,SKU02114,1,243318,243318,0,243318,1,1,1
TX0000055,ORD0000055-1,2024-11-29 06:48:29,CUST00093,App Store,SKU04890,2,27280,54560,4588,49972,1,1,0
TX0000055,ORD0000055-2,2024-11-29 06:48:29,CUST00093,App Store,SKU03138,1,12691196,12691196,1973862,10717334,1,1,1
TX0000056,ORD0000056-1,2021-01-14 08:04:43,CUST04862,Website,SKU00464,2,31302,62604,5436,57168,1,1,1
TX0000057,ORD0000057-1,2023-04-25 06:52:24,CUST01029,Website,SKU01020,1,646959,646959,0,646959,1,1,0
TX0000057,ORD0000057-2,2023-04-25 06:52:24,CUST01029,Website,SKU02586,1,1883243,1883243,324606,1558637,1,1,1
TX0000057,ORD0000057-3,2023-04-25 06:52:24,CUST01029,Website,SKU04537,2,48380,96760,0,96760,1,1,1
TX0000058,ORD0000058-1,2021-05-10 00:34:53,CUST03329,App Store,SKU04877,1,738794,738794,0,738794,1,1,1
TX0000058,ORD0000058-2,2021-05-10 00:34:53,CUST03329,App Store,SKU01796,1,34902,34902,0,34902,1,1,1
TX0000058,ORD0000058-3,2021-05-10 00:34:53,CUST03329,App Store,SKU02590,1,20568982,20568982,3855142,16713840,1,1,1
TX0000059,ORD0000059-1,2022-09-18 21:28:47,CUST03653,Play Store,SKU04832,4,28953,115812,0,115812,1,1,1
TX0000059,ORD0000059-2,2022-09-18 21:28:47,CUST03653,Play Store,SKU00467,340,958009,325723060,0,325723060,1,1,1
TX0000060,ORD0000060-1,2024-02-10 19:58:10,CUST04658,Website,SKU03209,1,557199,557199,0,557199,1,1,1
TX0000061,ORD0000061-1,2020-05-09 10:35:06,CUST03405,App Store,SKU03935,2,484531,969062,0,969062,1,1,1
TX0000062,ORD0000062-1,2023-05-31 08:02:33,CUST03871,Play Store,SKU02934,1,10176407,10176407,0,10176407,1,1,0
TX0000062,ORD0000062-2,2023-05-31 08:02:33,CUST03871,Play Store,SKU04020,2,1629041,3258082,0,3258082,1,1,1
TX0000062,ORD0000062-3,2023-05-31 08:02:33,CUST03871,Play Store,SKU03328,1,670959,670959,0,670959,1,1,1
TX0000062,ORD0000062-4,2023-05-31 08:02:33,CUST03871,Play Store,SKU00687,4,1812227,7248908,1007297,6241611,1,1,1
TX0000063,ORD0000063-1,2021-11-11 12:36:34,CUST03805,Play Store,SKU03237,3,155022,465066,0,465066,1,1,1
TX0000064,ORD0000064-1,2021-09-04 03:15:13,CUST01369,App Store,SKU03411,1,728163,728163,0,728163,1,1,1
TX0000065,ORD0000065-1,2020-10-15 06:46:12,CUST04420,App Store,SKU04504,1,647080,647080,0,647080,1,1,1
TX0000065,ORD0000065-2,2020-10-15 06:46:12,CUST04420,App Store,SKU04668,1,203285,203285,0,203285,1,1,1
TX0000066,ORD0000066-1,2022-08-25 15:55:24,CUST01716,Website,SKU02036,2,159068,318136,0,318136,1,1,1
TX0000066,ORD0000066-2,2022-08-25 15:55:24,CUST01716,Website,SKU01488,1,14710647,14710647,0,14710647,1,1,1
TX0000067,ORD0000067-1,2021-07-03 04:42:16,CUST02807,Play Store,SKU02084,1,758101,758101,142887,615214,1,1,1
TX0000068,ORD0000068-1,2023-02-02 04:12:21,CUST04847,Website,SKU00395,1,189457,189457,0,189457,1,1,1
TX0000069,ORD0000069-1,2024-06-02 09:06:18,CUST03024,Play Store,SKU04802,1,31372,31372,3961,27411,1,1,1
TX0000069,ORD0000069-2,2024-06-02 09:06:18,CUST03024,Play Store,SKU03129,1,627293,627293,0,627293,1,0,0
TX0000070,ORD0000070-1,2023-10-19 23:14:58,CUST02844,Play Store,SKU02392,2,37735,75470,0,75470,1,1,1
TX0000071,ORD0000071-1,2023-09-02 23:08:04,CUST03384,Play Store,SKU04284,1,397292,397292,0,397292,1,1,1
TX0000072,ORD0000072-1,2022-05-01 13:11:41,CUST04832,App Store,SKU03304,1,586395,586395,0,586395,1,1,1
TX0000072,ORD0000072-2,2022-05-01 13:11:41,CUST04832,App Store,SKU02426,2,434399,868798,0,868798,1,1,1
TX0000072,ORD0000072-3,2022-05-01 13:11:41,CUST04832,App Store,SKU04080,1,879768,879768,119287,760481,1,1,1
TX0000073,ORD0000073-1,2024-05-05 20:35:02,CUST03308,App Store,SKU03507,2,318359,636718,79083,557635,1,1,1
TX0000074,ORD0000074-1,2023-09-03 02:58:20,CUST02321,Website,SKU02224,2,398924,797848,0,797848,1,1,1
TX0000074,ORD0000074-2,2023-09-03 02:58:20,CUST02321,Website,SKU02628,1,1624706,1624706,0,1624706,1,1,1
TX0000074,ORD0000074-3,2023-09-03 02:58:20,CUST02321,Website,SKU04876,2,193796,387592,0,387592,1,1,1
TX0000074,ORD0000074-4,2023-09-03 02:58:20,CUST02321,Website,SKU04840,4,32517,130068,24580,105488,1,1,1
TX0000074,ORD0000074-5,2023-09-03 02:58:20,CUST02321,Website,SKU02108,3,224041,672123,0,672123,1,1,1
TX0000075,ORD0000075-1,2021-08-09 03:08:40,CUST04316,Website,SKU03522,4,322302,1289208,99716,1189492,1,1,1
TX0000075,ORD0000075-2,2021-08-09 03:08:40,CUST04316,Website,SKU04776,1,10624500,10624500,0,10624500,1,1,1
TX0000076,ORD0000076-1,2024-07-29 03:01:12,CUST02314,Website,SKU04605,1,39341,39341,2865,36476,1,1,1
TX0000077,ORD0000077-1,2021-09-25 21:17:49,CUST03570,App Store,SKU04748,4,1710593,6842372,0,6842372,1,1,1
TX0000078,ORD0000078-1,2023-01-29 08:28:20,CUST04303,Website,SKU04499,1,600816,600816,0,600816,1,1,1
TX0000079,ORD0000079-1,2021-09-14 14:28:53,CUST00748,App Store,SKU01231,2,24111,48222,0,48222,1,1,1
TX0000080,ORD0000080-1,2024-11-17 01:24:18,CUST04454,App Store,SKU00552,1,258598,258598,0,258598,1,1,1
TX0000081,ORD0000081-1,2024-01-15 14:21:59,CUST02896,Website,SKU01999,1,46227,46227,0,46227,1,1,1
TX0000082,ORD0000082-1,2023-01-20 00:16:43,CUST00617,Play Store,SKU04186,1,690752,690752,0,690752,1,1,1
TX0000083,ORD0000083-1,2023-04-16 07:24:34,CUST01047,Website,SKU04740,1,31247,31247,0,31247,1,1,1
TX0000084,ORD0000084-1,2021-05-07 05:06:47,CUST03061,Play Store,SKU02678,1,31203,31203,0,31203,1,0,0
TX0000084,ORD0000084-2,2021-05-07 05:06:47,CUST03061,Play Store,SKU04981,1,573875,573875,0,573875,1,1,1
TX0000084,ORD0000084-3,2021-05-07 05:06:47,CUST03061,Play Store,SKU01906,1,242985,242985,0,242985,1,1,1
TX0000084,ORD0000084-4,2021-05-07 05:06:47,CUST03061,Play Store,SKU04971,1,320272,320272,0,320272,1,1,1
TX0000085,ORD0000085-1,2023-01-03 15:03:59,CUST03252,Website,SKU01910,2,444801,889602,124896,764706,1,1,1
TX0000086,ORD0000086-1,2021-10-09 14:20:09,CUST04279,Play Store,SKU02996,1,39495,39495,4437,35058,1,1,1
TX0000087,ORD0000087-1,2024-01-03 14:18:16,CUST03819,App Store,SKU04542,1,786742,786742,0,786742,1,1,1
TX0000088,ORD0000088-1,2024-03-12 05:37:47,CUST02701,Play Store,SKU04352,2,34698,69396,10025,59371,1,1,1
TX0000089,ORD0000089-1,2022-08-23 06:34:57,CUST03190,Website,SKU00437,1,682202,682202,0,682202,1,1,1
TX0000089,ORD0000089-2,2022-08-23 06:34:57,CUST03190,Website,SKU04441,1,26759,26759,0,26759,1,1,1
TX0000089,ORD0000089-3,2022-08-23 06:34:57,CUST03190,Website,SKU03773,1,35896,35896,0,35896,1,1,1
TX0000089,ORD0000089-4,2022-08-23 06:34:57,CUST03190,Website,SKU02943,1,387903,387903,0,387903,1,0,0
TX0000089,ORD0000089-5,2022-08-23 06:34:57,CUST03190,Website,SKU02106,1,45090,45090,0,45090,1,1,1
TX0000090,ORD0000090-1,2020-12-30 14:43:36,CUST00822,Play Store,SKU01578,1,39024,39024,0,39024,1,1,1
TX0000091,ORD0000091-1,2020-09-30 16:29:32,CUST00572,Website,SKU02873,1,40764,40764,0,40764,1,1,1
TX0000091,ORD0000091-2,2020-09-30 16:29:32,CUST00572,Website,SKU01079,1,964316,964316,98472,865844,1,1,1
TX0000092,ORD0000092-1,2023-05-28 07:49:04,CUST03112,Play Store,SKU02499,1,933059,933059,0,933059,1,1,1
TX0000092,ORD0000092-2,2023-05-28 07:49:04,CUST03112,Play Store,SKU01667,2,187093,374186,0,374186,1,1,0
TX0000092,ORD0000092-3,2023-05-28 07:49:04,CUST03112,Play Store,SKU01392,2,41155,82310,13624,68686,1,1,1
TX0000093,ORD0000093-1,2024-10-07 02:50:12,CUST00723,Website,SKU02781,4,306191,1224764,223811,1000953,1,0,0
TX0000094,ORD0000094-1,2020-03-14 01:40:37,CUST03630,App Store,SKU04842,1,33449,33449,0,33449,1,1,1
TX0000095,ORD0000095-1,2024-08-17 03:44:00,CUST04266,Play Store,SKU01333,1,477875,477875,62639,415236,1,1,1
TX0000095,ORD0000095-2,2024-08-17 03:44:00,CUST04266,Play Store,SKU01728,1,12603810,12603810,0,12603810,1,1,1
TX0000096,ORD0000096-1,2020-03-01 16:57:08,CUST04099,App Store,SKU00322,3,1374847,4124541,0,4124541,1,1,1
TX0000096,ORD0000096-2,2020-03-01 16:57:08,CUST04099,App Store,SKU01068,1,700494,700494,117006,583488,1,1,1
TX0000097,ORD0000097-1,2020-10-11 06:44:58,CUST03220,Website,SKU01822,1,29841,29841,0,29841,1,1,1
TX0000097,ORD0000097-2,2020-10-11 06:44:58,CUST03220,Website,SKU02764,1,772537,772537,0,772537,1,1,0
TX0000097,ORD0000097-3,2020-10-11 06:44:58,CUST03220,Website,SKU02405,1,405212,405212,0,405212,1,1,1
TX0000097,ORD0000097-4,2020-10-11 06:44:58,CUST03220,Website,SKU01918,1,1403751,1403751,114826,1288925,1,1,1
TX0000098,ORD0000098-1,2024-05-30 21:03:55,CUST03583,App Store,SKU02695,1,39973,39973,0,39973,1,1,1
TX0000099,ORD0000099-1,2022-08-28 03:58:59,CUST04306,App Store,SKU01481,2,44328,88656,0,88656,1,1,1
TX0000100,ORD0000100-1,2023-03-02 14:32:44,CUST00679,App Store,SKU01899,1,170019,170019,0,170019,1,1,1
TX0000101,ORD0000101-1,2020-05-08 00:30:08,CUST03948,App Store,SKU02176,1,669322,669322,105339,563983,1,1,1
TX0000101,ORD0000101-2,2020-05-08 00:30:08,CUST03948,App Store,SKU04456,1,945167,945167,0,945167,1,1,0
TX0000102,ORD0000102-1,2020-08-03 23:49:42,CUST03024,Play Store,SKU00328,1,23647283,23647283,0,23647283,1,1,1
TX0000103,ORD0000103-1,2022-04-03 21:30:31,CUST02946,Website,SKU04163,1,418238,418238,0,418238,1,1,1
TX0000103,ORD0000103-2,2022-04-03 21:30:31,CUST02946,Website,SKU04884,1,556594,556594,0,556594,1,1,1
TX0000104,ORD0000104-1,2021-05-16 19:14:09,CUST02994,Play Store,SKU03694,306,129798,39718188,0,39718188,1,1,1
TX0000105,ORD0000105-1,2022-10-31 10:30:53,CUST01043,Website,SKU00364,2,130273,260546,0,260546,1,1,1
TX0000106,ORD0000106-1,2024-06-24 11:49:20,CUST04121,App Store,SKU04319,2,14344420,28688840,0,28688840,1,1,1
TX0000107,ORD0000107-1,2024-12-30 20:10:33,CUST03569,Website,SKU02971,1,11574816,11574816,0,11574816,1,1,1
TX0000108,ORD0000108-1,2023-02-28 13:58:30,CUST03130,Website,SKU04088,1,38824,38824,0,38824,1,1,1
TX0000109,ORD0000109-1,2020-08-07 09:20:59,CUST04198,App Store,SKU00363,1,24680,24680,0,24680,1,1,1
TX0000110,ORD0000110-1,2023-05-29 07:44:32,CUST00917,App Store,SKU03602,1,1681874,1681874,294130,1387744,1,1,1
TX0000110,ORD0000110-2,2023-05-29 07:44:32,CUST00917,App Store,SKU04127,1,2519696,2519696,0,2519696,1,1,1
TX0000110,ORD0000110-3,2023-05-29 07:44:32,CUST00917,App Store,SKU02740,1,44695,44695,0,44695,1,0,0
TX0000111,ORD0000111-1,2022-03-24 05:22:12,CUST00120,Website,SKU02705,1,40494,40494,0,40494,1,1,1
TX0000112,ORD0000112-1,2022-01-04 12:50:13,CUST02768,Website,SKU03305,4,639816,2559264,0,2559264,1,1,1
TX0000113,ORD0000113-1,2023-12-14 15:08:41,CUST04648,Website,SKU01216,1,19136,19136,0,19136,1,1,1
TX0000114,ORD0000114-1,2024-09-28 15:13:36,CUST02053,Website,SKU03218,1,742164,742164,0,742164,1,1,1
TX0000115,ORD0000115-1,2023-12-23 17:52:03,CUST01043,Play Store,SKU01793,1,1642117,1642117,0,1642117,1,1,1
TX0000115,ORD0000115-2,2023-12-23 17:52:03,CUST01043,Play Store,SKU03286,1,1010248,1010248,0,1010248,1,1,1
TX0000116,ORD0000116-1,2024-01-09 16:03:04,CUST03823,App Store,SKU00824,1,693386,693386,0,693386,1,1,1
TX0000116,ORD0000116-2,2024-01-09 16:03:04,CUST03823,App Store,SKU00505,1,473696,473696,0,473696,1,1,1
TX0000117,ORD0000117-1,2020-09-19 05:12:58,CUST01185,App Store,SKU04626,1,205972,205972,0,205972,1,1,1
TX0000118,ORD0000118-1,2022-05-05 04:18:51,CUST01357,Website,SKU01335,1,28506,28506,0,28506,1,1,1
TX0000119,ORD0000119-1,2023-04-14 04:56:05,CUST01937,Website,SKU02582,1,368127,368127,48463,319664,1,1,1
TX0000119,ORD0000119-2,2023-04-14 04:56:05,CUST01937,Website,SKU00809,1,239577,239577,36071,203506,1,1,1
TX0000119,ORD0000119-3,2023-04-14 04:56:05,CUST01937,Website,SKU00824,1,693386,693386,0,693386,1,1,1
TX0000119,ORD0000119-4,2023-04-14 04:56:05,CUST01937,Website,SKU00929,1,35415,35415,0,35415,1,1,0
TX0000120,ORD0000120-1,2024-12-25 10:01:41,CUST04916,Website,SKU01610,1,885367,885367,0,885367,1,1,1
TX0000120,ORD0000120-2,2024-12-25 10:01:41,CUST04916,Website,SKU03117,1,221041,221041,0,221041,1,1,1
TX0000121,ORD0000121-1,2021-05-21 02:27:07,CUST04160,App Store,SKU02290,1,455871,455871,0,455871,1,1,1
TX0000122,ORD0000122-1,2021-08-06 18:18:55,CUST04579,App Store,SKU04709,1,36963,36963,5649,31314,1,1,1
TX0000123,ORD0000123-1,2024-09-10 20:57:13,CUST04338,App Store,SKU04466,1,12429330,12429330,0,12429330,1,0,0
TX0000123,ORD0000123-2,2024-09-10 20:57:13,CUST04338,App Store,SKU01485,1,513144,513144,0,513144,1,1,1
TX0000123,ORD0000123-3,2024-09-10 20:57:13,CUST04338,App Store,SKU03081,1,29757,29757,0,29757,1,1,1
TX0000123,ORD0000123-4,2024-09-10 20:57:13,CUST04338,App Store,SKU01518,1,1624245,1624245,0,1624245,1,1,1
TX0000123,ORD0000123-5,2024-09-10 20:57:13,CUST04338,App Store,SKU00494,5,665197,3325985,286022,3039963,1,1,1
TX0000124,ORD0000124-1,2024-09-26 16:59:14,CUST01949,Play Store,SKU01099,1,859472,859472,0,859472,1,1,1
TX0000124,ORD0000124-2,2024-09-26 16:59:14,CUST01949,Play Store,SKU00661,1,137042,137042,0,137042,1,1,1
TX0000125,ORD0000125-1,2020-02-04 15:29:15,CUST02840,App Store,SKU03119,1,931757,931757,0,931757,1,1,1
TX0000125,ORD0000125-2,2020-02-04 15:29:15,CUST02840,App Store,SKU03566,1,243794,243794,0,243794,1,1,1
TX0000126,ORD0000126-1,2023-05-23 09:19:30,CUST03977,App Store,SKU00669,1,24837,24837,0,24837,1,1,1
TX0000127,ORD0000127-1,2024-08-07 01:34:15,CUST03703,App Store,SKU03876,1,328463,328463,27931,300532,1,1,1
TX0000127,ORD0000127-2,2024-08-07 01:34:15,CUST03703,App Store,SKU00812,1,8520800,8520800,0,8520800,1,1,0
TX0000128,ORD0000128-1,2023-10-23 08:37:05,CUST02050,Website,SKU03559,2,21609335,43218670,5737252,37481418,1,1,1
TX0000129,ORD0000129-1,2024-09-14 14:14:21,CUST03467,Website,SKU03501,1,232352,232352,0,232352,1,1,1
TX0000130,ORD0000130-1,2022-11-09 01:00:50,CUST03557,Play Store,SKU03808,1,569459,569459,0,569459,1,1,1
TX0000131,ORD0000131-1,2023-11-03 22:05:42,CUST02826,App Store,SKU03648,2,680233,1360466,205695,1154771,1,1,1
TX0000132,ORD0000132-1,2022-05-21 13:20:30,CUST03062,App Store,SKU02195,3,790723,2372169,288683,2083486,1,1,1
